,track_name,artist_name,album_name,genre,duration_ms,popularity,explicit,track_id,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
7676,Medicine,Billy Gardell,Halftime,comedy,177693,31,True,0QHF201AOeVlHoxKJhyzqU,2MFXhBjYDQHYZ99lqLjvBL,0.519,0.935,1,-11.3,1,0.911,0.776,0.0,0.718,0.0513,133.78
7677,kokoro no sekai,Ichiko Aoba,Kamisori Otome,acoustic,182226,43,False,1Lu6XoAbnngrTMhO4PXLU0,6ignRjbPmLvKdtMLj9a5Xs,0.453,0.0915,5,-13.034,1,0.0333,0.986,0.0129,0.109,0.275,131.896
7678,Boogie Woogie,照井順政,Jujutsu Kaisen (Original Television Soundtrack),anime,196193,42,False,2RkRxoofhx2GQp0icgr9gO,1ACBFDo26YToaKa2AhEJGX,0.454,0.836,0,-7.33,1,0.0392,5.4e-06,0.828,0.132,0.214,167.087
7679,Locomotive Breath,Jethro Tull,Aqualung (Special Edition),blues,266013,61,False,0MYNeFsKpzBHwrJGfWZysV,6w6z8m4WXX7Tub4Rb6Lu7R,0.68,0.53,11,-13.105,0,0.0889,0.417,0.011,0.0559,0.352,124.551
7680,Creep,Kina Grannis,Creep,acoustic,234135,58,False,7BRwh1bemr9rFMDeTbcy5S,7h4j9YTJJuAHzLCc3KCvYu,0.585,0.103,7,-12.682,1,0.0309,0.801,0.0,0.126,0.179,133.057
7681,Sappy - Early Demo,Kurt Cobain,Montage Of Heck: The Home Recordings,acoustic,148573,53,False,4le6DvrwMv2rpyN1SPeL0g,6pAuTi6FXi6qFQJ1dzMXQs,0.445,0.289,11,-19.113,0,0.0329,0.437,0.00641,0.0988,0.172,104.006
7682,I Get to Be the One,JJ Heller,I Dream of You,acoustic,194617,49,False,5qupXhcJQwcLZ0GYJhaPGk,7dq8KEwf0kQXJhM79iwcPh,0.283,0.224,9,-10.442,1,0.0288,0.893,1.77e-06,0.0904,0.133,147.872
7683,Pimpin' Pennsylvania,Afroman,Waiting to Inhale,comedy,292000,30,False,3RJCSAhxPJyXAtlkN04hJt,4Icvbp9RDt5aY2TWDOVDsr,0.888,0.553,1,-6.566,1,0.116,0.0202,0.0,0.167,0.427,100.002
7684,Don't Give up on Me,Zach Bryan,DeAnn,country,203359,61,False,1lGtn2Y4XarLIKdgoAeUdU,40ZNYROS4zLfyyBSs2PGe2,0.586,0.185,5,-13.287,1,0.033,0.775,3.19e-05,0.115,0.282,81.127
7685,Come Together,Gary Clark Jr.,Come Together,blues,193714,61,False,45HAjqRWiNv6mMPw4NvZrU,01aC2ikO4Xgb2LUpf9JfKp,0.447,0.788,2,-4.994,0,0.0464,0.00257,1.68e-05,0.0744,0.505,80.04
7686,Siren,TAEYEON,INVU - The 3rd Album,k-pop,189226,59,False,4XGdr0bJNCLjwQ4k3HWAGP,3qNVuliS40BLgXGxhdBdqu,0.534,0.684,4,-3.684,0,0.0355,0.422,1.64e-06,0.0761,0.408,89.939
7687,Strawberry Fields Forever - Remastered 2009,The Beatles,Magical Mystery Tour (Remastered),british,247320,69,False,3Am0IbOxmvlSXro7N5iSfZ,3WrFJ7ztbogyGnTHbHJFl2,0.39,0.502,10,-12.277,1,0.178,0.336,0.000138,0.0713,0.289,97.871
7688,Helena,Misfits,Famous Monsters,hardcore,199944,55,False,3cpZPDaWYxxy0Ho2uIyYRW,1cXi8ALPQCBHZbf0EgP4Ey,0.275,0.872,10,-6.108,1,0.142,0.000204,0.00509,0.0895,0.412,147.014
7689,Holding Out for a Hero - Single Version,Bonnie Tyler,The Very Best of Bonnie Tyler,disco,261340,58,False,3qE6p9fN4YeILT0cQcY1cD,0SD4eZCN4Kr0wQk56hCdh2,0.549,0.89,9,-7.973,0,0.0613,0.0057,0.00053,0.128,0.84,149.092
7690,Tightrope,Sara Bareilles,Tightrope,acoustic,218320,42,False,13CYMx7z7Ts5lNMp8Rz1ZH,2Sqr0DXoaYABbjBo9HaMkM,0.514,0.266,9,-13.021,1,0.0331,0.908,0.0107,0.0838,0.0647,97.007
7691,Turn It Up,Oh The Larceny,Blood Is Rebel,blues,197401,54,False,2IEgk8zyAeNXBqaqUItS8X,3p5nfUyEYsxx8izMCym07n,0.6,0.818,7,-5.196,1,0.0477,0.000269,0.000235,0.0848,0.729,144.974
7692,No One Like You,Eben,No One Like You,afrobeat,317675,38,False,1B6d6tSoQTZyYalEFVu86p,5vJ3Jo3CZKmiYSUDdm6lpm,0.652,0.529,10,-5.761,1,0.0464,0.357,2.05e-05,0.235,0.488,129.861
7693,Steak and Salad,Jim Gaffigan,Beyond the Pale,comedy,161333,30,True,2fiQ2ku9FKIPtA4E9PXShJ,0f4zEF6vddRYg7Y3GDL8lk,0.481,0.813,4,-17.116,1,0.916,0.928,3.87e-06,0.855,0.122,101.413
7694,In-A-Gadda-Da-Vida - Single Version,Iron Butterfly,Light and Heavy/The Best of...,blues,173986,56,False,41TqRBgF4Ahyr4vGmZVk8b,3cdvlbCYf4WoBdy89RWkNS,0.472,0.526,0,-9.505,1,0.0309,0.00291,0.000173,0.181,0.771,119.44
7695,Slow Ride,Foghat,Slow Ride / Save Your Loving (For Me),blues,232533,67,False,4MYb7NWLwXNDB7bYs3HeX8,6x33CmZWo2Ve4hxYl2Craq,0.493,0.586,2,-13.916,1,0.046,0.0202,0.00106,0.102,0.656,113.618
7696,XXX's And OOO's (An American Girl),Trisha Yearwood,Thinkin' About You,country,167906,61,False,08c3wmdjKSjxTJY9cHSts7,3XlIhgydjvC4EniPFZT20j,0.711,0.642,0,-8.909,1,0.0319,0.176,0.0,0.0814,0.762,125.831
7697,Faces,Scary Kids Scaring Kids,Scary Kids Scaring Kids,hardcore,205706,43,False,2G7cxwbFSMneFgTMdnvICw,3cdos5vq3wSUR8mEvMiqq9,0.368,0.967,2,-3.464,1,0.0566,3.44e-05,3.44e-05,0.317,0.537,194.982
7698,Korang,Bunkface,Korang,malay,217024,34,False,1hnlZkJjeNDbvojYQeF73b,70B8WzgEFajrIE820yi08H,0.633,0.768,10,-6.523,1,0.0294,0.115,0.0,0.212,0.421,115.964
7699,Takin' It to the Streets,The Doobie Brothers,Takin' It to the Streets,blues,231600,56,False,1WDgdCoNSN0fosaTaLGXKU,39T6qqI0jDtSWWioX8eGJz,0.637,0.697,0,-8.903,1,0.0297,0.171,0.0,0.108,0.938,147.103
7700,candy choppa,Warren Hue,SUGARTOWN,chill,147500,52,True,0afkEmqKAiVYI6aMsNhkR6,4qcKNkdxUidhvUByB2eQ6g,0.939,0.48,5,-8.162,0,0.198,0.401,0.0,0.119,0.849,119.975
7701,You Be Killin Em,Fabolous,There Is No Competition 2: The Grieving Music Mixtape,hardcore,209693,57,True,5I6YA7oHtraxwWQzzCugDt,0YWxKQj2Go9CGHCp77UOyy,0.664,0.909,6,-3.552,0,0.22,0.444,0.0,0.525,0.557,93.977
7702,Memory,Rockit Gaming,Memory,anime,264078,47,False,0pZmD29cdH4VI5boY3rfiU,0pPN4tp51uXAhkDux1Mmn4,0.645,0.798,7,-6.783,0,0.0395,0.0681,0.000491,0.113,0.472,75.996
7703,Heal Our Land,Kari Jobe,The Garden,world-music,300933,47,False,51RuKnh1Fec9pZtKOVbO28,5XlSS9O4eHRiJ0hKzbaFQ2,0.403,0.545,2,-8.099,1,0.0301,0.0813,0.0,0.0682,0.296,145.93
7704,Eleanor Rigby - Remastered 2009,The Beatles,Revolver (Remastered),british,126533,68,False,5GjPQ0eI7AgmOnADn1EO6Q,3WrFJ7ztbogyGnTHbHJFl2,0.581,0.28,4,-9.091,0,0.0381,0.936,1.56e-05,0.305,0.813,137.831
7705,Ghost Talk,The Budos Band,V,afrobeat,213973,26,False,71A8gS15Uf2KMqYZChW54f,5q4eLKmqFVP0xII8087PHz,0.52,0.656,4,-10.117,1,0.0324,0.0114,0.856,0.124,0.247,99.122
7706,失憶,Fish Leong,親親,malay,249706,36,False,7z3lsudDi6QM85XKj7ui4v,3aIDSTKS9yH745GUQBxDcS,0.583,0.543,1,-5.626,1,0.038,0.812,0.0,0.0827,0.41,126.028
7707,Is It You,Lee Ritenour,"Rit, Vol. 1",guitar,269653,52,False,5eWTNSMTX5BxuYYuOU4vYq,1nDqTUspmq8IXhcEZT93iq,0.715,0.384,10,-16.362,1,0.0458,0.588,0.00753,0.285,0.818,82.367
7708,Make It Without You,Andrew Belle,The Ladder,acoustic,272612,50,False,6jI7y83WjuyBne9b3IvdSs,3UAk61T8PItbpgEi9u7ofY,0.456,0.205,1,-8.437,1,0.0313,0.92,0.00011,0.149,0.161,117.663
7709,Island,NJ,Our Beloved Summer (Original Television Soundtrack) Special,malay,95026,38,False,5t6AiwWyY2NY2fEwiKveOH,3CWoPzCX85ikTyt8nPrWJp,0.773,0.644,7,-4.964,1,0.0419,0.505,0.0025,0.13,0.387,109.071
7710,Dead Flowers - 2009 Mix,The Rolling Stones,Sticky Fingers (Remastered),british,244533,57,False,3oJtUnnt5uYPtzulIbLw3D,22bE4uQ6baNwSHPVcDxLCe,0.54,0.862,2,-4.599,1,0.0284,0.33,1.7e-05,0.156,0.931,130.34
7711,She Bad,Khantrast,She Bad,anime,105536,58,True,7yF19wC6msoj2cGUEtlm1S,1MOetFIO4hBem9p9FVP9Jo,0.598,0.877,2,-5.401,1,0.112,0.105,0.0,0.0988,0.615,170.169
7712,"Can't Get Enough Of Your Love, Babe",Barry White,Can't Get Enough,disco,274000,68,False,3mWpUEBYnv9SIFWfixSJFx,3rfgbfpPSfXY40lzRK7Syt,0.729,0.78,5,-7.604,1,0.0631,0.114,0.106,0.0759,0.795,111.833
7713,Kiss Off,Violent Femmes,Violent Femmes,acoustic,176720,56,False,5fj76kVAnqRKKhAw5d06jj,0rpMdBzQXf7aYRnu5fDBJy,0.661,0.662,4,-8.88,0,0.0931,0.255,0.0,0.131,0.825,87.119
7714,Parent Price,Sebastian Maniscalco,Why Would You Do That?,comedy,359701,28,False,6nwHb51mW3REspzOwMWOd6,6zpSDQIaxMnhvDUhJ3JvoO,0.55,0.57,1,-22.915,1,0.873,0.8,1.11e-06,0.759,0.039,114.835
7715,Mirrors,Justin Timberlake,The 20/20 Experience (Deluxe Version),dance,484146,78,False,4rHZZAmHpZrA3iH5zx8frV,31TPClRtHm23RisEBtV3X7,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899
7716,Tunnel Vision,Monophonics,It's Only Us,afrobeat,320706,31,False,7o2HZcTLFPuiSYf7SaADPX,6LXZac7iBIZgnNrywTkQRw,0.434,0.642,10,-7.985,0,0.0419,0.0315,0.0525,0.641,0.408,87.321
7717,In Case You Didn't Know,Brett Young,Brett Young,country,224853,74,False,10M2Ex445zw585Ducldzkw,0fiWOxhsBsQQvFDtxUQWo0,0.607,0.536,10,-7.306,1,0.0305,0.386,0.0,0.102,0.434,147.986
7718,Last Night Lonely,Jon Pardi,Last Night Lonely,country,181990,72,False,3SeeaIXnrCfT88vHVCRWHl,4MoAOfV4ROWofLG3a3hhBN,0.646,0.816,6,-2.65,1,0.0269,0.00496,0.0,0.179,0.865,102.972
7719,The Food - Live,Common,Be,hardcore,216866,58,True,1Ke6bqdvdGJF1ftvuO8qtP,2GHclqNVjqGuiE5mA7BEoc,0.567,0.733,6,-8.52,0,0.202,0.0132,0.0,0.965,0.719,88.25
7720,LUCKY PENNY,JD McPherson,UNDIVIDED HEART & SOUL,blues,214266,53,False,2ZncWeiscCUcJI60YEDrfU,6u5mhJXgAKPTj6YVlZSPY9,0.698,0.736,2,-5.525,1,0.0481,0.0664,2.16e-05,0.119,0.822,127.979
7721,Don't Leave Me This Way,Thelma Houston,The Best Of,disco,217733,55,False,2rBBhFXtuMoGuwYTSDpAdF,3sgUnR8TF35euWEV07RPyO,0.553,0.839,0,-5.844,0,0.116,0.153,6e-05,0.13,0.673,121.819
7722,Brooklyn Zoo,Ol' Dirty Bastard,Return to the 36 Chambers: The Dirty Version,hardcore,217506,58,True,2FWmKZ3kNbVsKGhuNHsltW,50NoVNy9GU1lCrDV8iGpyu,0.704,0.701,2,-8.031,1,0.46,0.549,0.0,0.664,0.618,92.032
7723,eau,yutaka hirasaka,breath,guitar,223520,43,False,4azoV50K4s4eBkGRHSVWYV,0stmdx2IonUUUIlWQ9bLYZ,0.667,0.329,5,-15.775,0,0.0298,0.936,0.942,0.104,0.428,128.015
7724,Beauty In The Dark (Groove With You) - Mos Def,The Isley Brothers,The Isley Brothers: Taken To The Next Phase (Reconstructions),disco,354266,46,False,5ovaAL9Xo7FRPRU3QZv8eS,53QzNeFpzAaXYnrDBbDrIp,0.571,0.537,9,-10.0,1,0.127,0.306,0.139,0.0923,0.401,164.265
7725,アイデンティティ,Kiro Akiyama,アイデンティティ,anime,269813,52,False,4cXlM7IelyGNnaOiROPZqn,0JROVv4P85ZVPFbaJIqAty,0.264,0.889,8,-3.494,1,0.0589,9.8e-06,0.0396,0.0857,0.492,118.977
7726,Mind,Limoblaze,Mind,afrobeat,158399,34,False,7tcRUsbzwk4rc1THwZiNAk,0liXA3xwx6pncxYQA30ahT,0.725,0.499,5,-5.842,0,0.434,0.18,0.0792,0.0884,0.737,199.957
7727,Fine,TAEYEON,My Voice - The 1st Album,k-pop,209157,68,False,6CdUgvL597jWmW4w8P5kHs,3qNVuliS40BLgXGxhdBdqu,0.36,0.565,7,-4.898,1,0.0608,0.358,0.0,0.0448,0.311,173.281
7728,Airplanes (feat. Hayley Williams of Paramore),B.o.B,B.o.B Presents: The Adventures of Bobby Ray,dance,180480,75,True,6lV2MSQmRIkycDScNtrBXO,5ndkK3dpZLKtBklKjxNQwT,0.66,0.867,6,-4.285,0,0.116,0.11,0.0,0.0368,0.377,93.033
7729,Drifting,Jisatsu,Melancholy,anime,199687,44,False,0Vs2EMafQBt3YbDEMxyv0y,0T1Ope3kfLPZQ6l715wc34,0.666,0.0814,9,-22.627,0,0.035,0.979,0.876,0.0949,0.0671,128.014
7730,Coming Home (Oregon),Mat Kearney,JUST KIDS (Deluxe Edition),acoustic,204106,53,False,4xcArbiK3LzdpravfBkkRc,2NQEwAVHBNcI0tGMLlWwF1,0.65,0.755,8,-4.656,1,0.0259,0.00718,4.49e-06,0.311,0.287,108.006
7731,太陽さん,Ichiko Aoba,マホロボシヤ,acoustic,144653,51,False,1yycinn2WICj4UKGQ9xPjD,6ignRjbPmLvKdtMLj9a5Xs,0.44,0.0353,6,-20.858,1,0.0522,0.99,0.00312,0.108,0.362,181.988
7732,Miracles - Live,Jesus Culture,Let It Echo (Live),world-music,518679,50,False,3sS3krMEoOsTSAPNtsTobt,0Onvkz1Nbs4wHXXUwOIGk8,0.375,0.681,2,-7.758,1,0.0404,0.00122,0.00265,0.632,0.0676,143.885
7733,I Like It (I Wanna Be Where You Are),Grand Puba,2000,hardcore,263533,58,True,5KBUiiDRPsocZlY2v3EtRk,6IjhOxJSTPh15KgFTSZ68K,0.865,0.641,10,-6.652,0,0.162,0.0613,0.000106,0.218,0.761,95.307
7734,Rolling in the Deep,Adele,21,british,228093,79,True,1c8gk2PeTE04A1pIDH9YMk,4dpARuHxo51G3z768sgnrY,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948
7735,Crystal Dolphin,Engelwood,Crust FM,chill,114660,61,False,3nKZknHg5Y5fPB3gow8ACG,7rgCh0Go1ezmcV75kXQM2T,0.558,0.776,9,-6.868,1,0.179,0.33,0.000445,0.41,0.247,128.064
7736,You Matter To Me (feat. Jason Mraz),Sara Bareilles,What's Inside: Songs from Waitress,acoustic,250973,51,False,2qBXnlzhVSBQ6VRS3KxrMg,2Sqr0DXoaYABbjBo9HaMkM,0.246,0.258,5,-11.691,1,0.0307,0.912,2.07e-05,0.105,0.295,94.946
7737,Somebody Loved,Kina Grannis,Somebody Loved,acoustic,153105,57,False,1wflx5YklLYToaIbXkrZSq,7h4j9YTJJuAHzLCc3KCvYu,0.612,0.107,0,-15.867,1,0.0302,0.936,0.0,0.109,0.637,78.393
7738,Listen,Cymande,Cymande,afrobeat,280560,29,False,29iqhssswkmSDsOi7S6CTz,4hfcSstwnyuBoek1dQwLkG,0.669,0.573,10,-11.748,1,0.0889,0.389,0.123,0.12,0.267,100.068
7739,Kaantha,Masala Coffee,Uriyadi (Original Motion Picture Soundtrack),malay,294947,36,False,1GI7ANd73xnzbZrTlpT5TV,3w277raenZNQPvrbv1DoMs,0.564,0.818,8,-5.118,1,0.0559,0.255,1.91e-05,0.092,0.341,95.016
7740,The First Glimmer of Wind,Lowercase Noises,James,guitar,354066,41,False,0kQ1OXxdNx2mJfphbZ3K0c,7trvyUUXmPhi1StCNYHj4e,0.118,0.253,6,-14.73,1,0.0367,0.825,0.923,0.249,0.0312,150.746
7741,Inang Di Aidilfitri,Dato' Sudirman,Best Hit Nostalgia Hari Raya Aidilfitri Koleksi 30 Lagu Hit Nostalgia Hari Raya,malay,211680,46,False,0j6ETwKJs1ldsnyi0sE38m,1HvVjPpCzFFgIo2XrDxM2x,0.46,0.65,6,-4.455,0,0.0408,0.67,0.0,0.0357,0.655,152.725
7742,Got Ur Self A Gun,Nas,Stillmatic,hardcore,228626,52,True,09wQdd0JQbkp9yKfRfwhjG,20qISvAhX20dpIbOOzGK3q,0.699,0.869,11,-4.263,0,0.238,0.0118,0.0,0.0982,0.616,93.612
7743,W.Y.G.D.T.N.S. (feat. ScHoolboy Q),The Alchemist,W.Y.G.D.T.N.S. (feat. ScHoolboy Q),hardcore,225786,52,True,7wwdta76VXZ80VVlJqvsRY,0eVyjRhzZKke2KFYTcDkeu,0.647,0.468,0,-10.87,1,0.157,0.649,0.00119,0.157,0.216,68.033
7744,Hallelujah For The Cross - Live,Chris McClarney,Breakthrough (Live),world-music,332946,48,False,4cd4S4o80CBDAXEI9f4Fch,2Zbb4oqupGY4mmskwlygCp,0.421,0.75,2,-6.596,1,0.0437,0.227,0.0,0.702,0.199,75.003
7745,Heart Full Of Praise - Acoustic,Phil Wickham,Hymn Of Heaven (Acoustic Sessions),world-music,236386,42,False,3o8mkTacJ8f4uBokZrQKAm,5d1JhBfyb58upMXCZOdbQu,0.541,0.17,11,-11.256,1,0.0376,0.858,0.0,0.111,0.265,141.684
7746,Shower,Becky G,Shower,dance,206166,78,False,3DmW6y7wTEYHJZlLo1r6XJ,4obzFoKoKRHIphyHzJ35G3,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987
7747,Filament - Instrumental,Official HIGE DANdism,Editorial (Instrumental),anime,244786,12,False,2LWZu0ITxXdrXjLX4Jm4uS,5Vo1hnCRmCM6M4thZCInCj,0.544,0.737,0,-10.835,1,0.0313,0.00175,0.628,0.106,0.231,128.007
7748,Heartache On The Dance Floor,Jon Pardi,California Sunrise,country,205200,70,False,0w3Q14i073jLoew1hgJkwD,4MoAOfV4ROWofLG3a3hhBN,0.596,0.834,9,-4.308,1,0.0474,0.0563,0.0,0.0866,0.618,116.0
7749,FLY HIGH!!,BURNOUT SYNDROMES,檸檬,anime,244493,66,False,3YOZLPRiTuYgItSGO41gPT,0Oazwl71qoHvXnbSxv0wOT,0.475,0.961,11,-1.434,1,0.0705,0.0132,0.0,0.331,0.355,94.466
7750,You Are Mine,VICTON,You Are Mine (A Business Proposal OST Part.2),k-pop,207640,62,False,2lS7EowakQLS1NkRj0acbM,0ziR2zN0NFcB4x1G3P8cW3,0.7,0.844,1,-3.079,0,0.0358,0.109,0.0,0.107,0.673,110.032
7751,Perpetuum mobile из кинофильма «Мишель и Мишутка»,Андрей Петров,Уличные мелодии в смокингах,romance,233920,0,False,2l8M8rhVzmxk4yrUUWCAkE,4EoF1aN0LBD2ODl6Mmizxi,0.35,0.414,9,-14.896,0,0.068,0.778,0.82,0.111,0.606,168.815
7752,if you're not the one for me who is,keshi,if you're not the one for me who is,chill,170766,55,False,4g24R4qNnOy1stBY5uIIAa,3pc0bOVB5whxmD50W79wwO,0.71,0.473,0,-9.048,1,0.0332,0.914,0.166,0.124,0.447,130.076
7753,Six People Isn't Convincing,Mitch Hedberg,Strategic Grill Locations,comedy,175733,27,False,4Pv6ktoRVXGPKFzcbteWpX,4njlfhIxklOkrds9Y9o5ZZ,0.508,0.367,2,-14.507,1,0.575,0.36,0.0014,0.64,0.65,122.637
7754,Praise Him Forever,Chris Tomlin,Holy Roar,world-music,293733,43,False,62shNor7VDjzBx8SC9YTPm,6pRi6EIPXz4QJEOEsBaA0m,0.448,0.895,9,-4.265,1,0.0886,0.00413,0.0,0.0752,0.205,130.078
7755,fukashigi no carte lofi (bunny girl senpai),tills chills,fukashigi no carte lofi (bunny girl senpai),anime,150545,52,False,5DF3Xbw62f1UXuIbI7Da8H,2epKTMNUfHzX5xhzF2DHa4,0.619,0.0821,7,-19.334,0,0.0509,0.926,0.767,0.112,0.0363,73.24
7756,Hanya Satu Persinggahan,Ekamatra,Ekamatra,malay,306800,46,False,6WlGwNW5kD5lRY6LISe0TZ,5pLwSB8dtEbrlK3tV0YFEX,0.596,0.297,11,-16.569,0,0.0296,0.585,1.57e-05,0.081,0.31,118.125
7757,Wicked Karma,Orgone,Samson,afrobeat,233013,34,False,7AVg5yxox9yBxuIBqATDGb,4WmMnGO1nLIsE85XwcBAZE,0.443,0.666,5,-6.302,1,0.0592,0.00904,3.58e-05,0.236,0.605,155.154
7758,Out of the Black,Royal Blood,Royal Blood,blues,240572,52,True,2nIulsLMiP2SMTDrtxfQXX,2S5hlvw4CMtMGswFtfdK15,0.52,0.981,2,-2.75,1,0.0906,0.000867,0.00177,0.197,0.633,158.937
7759,Восточная Песня,Valery Obodzinsky,Эти Глаза Напротив,romance,211920,16,False,3j58mcCJIqJ66bky4kwU3R,67pSiB7S5IIzZOJcdrYOr9,0.564,0.511,9,-9.026,0,0.0292,0.446,1.04e-06,0.0871,0.721,77.365
7760,MRG,The New Mastersounds,Ten Years On,afrobeat,257106,46,False,6sh7wSqZL1xDKWvo20qcYl,1DJVvIcjKhdedkuGRzW7PG,0.688,0.788,7,-5.661,1,0.0352,0.172,0.511,0.0819,0.85,96.784
7761,Mustang Sally (feat. Jeff Beck),Buddy Guy,"Damn Right, I've Got The Blues",blues,283266,51,False,1TkliUZNnCeTjZMWPuUoPK,2gCsNOpiBaMNh20jQ5prf0,0.613,0.934,0,-3.711,1,0.0342,0.0412,0.000308,0.0882,0.776,107.274
7762,Do You See,Warren G,Regulate… G Funk Era,hardcore,239066,51,True,2e3YoddL43UkaSqhYGqfKz,2B4ZHz4QDWJTXPFPgO5peE,0.769,0.624,1,-10.559,0,0.197,0.173,1.02e-06,0.378,0.569,95.232
7763,Skyfall,Adele,Skyfall,british,286480,75,False,6VObnIkLVruX4UVyxWhlqm,4dpARuHxo51G3z768sgnrY,0.346,0.552,0,-6.864,0,0.0282,0.417,0.0,0.114,0.0789,75.881
7764,Hung the Moon,Drew Holcomb,Hung the Moon,acoustic,190613,45,False,7Hgn6MVuZTVHL17KlBsoSa,0Obcl00RkSejk0z0m4vUwT,0.428,0.309,0,-6.888,1,0.0296,0.706,0.000287,0.11,0.35,141.088
7765,Be Thou My Vision,Audrey Assad,Inheritance,world-music,213730,53,False,2s1a8wNeH6IiOSowWj9veS,1GKYNY4rIPnOuTfC0J1IWw,0.194,0.324,1,-12.412,1,0.0338,0.902,0.196,0.109,0.157,169.758
7766,Chasing Pavements,Adele,19,british,210506,70,False,56pHllZT7QOacB0bP56ofx,4dpARuHxo51G3z768sgnrY,0.616,0.47,5,-6.092,0,0.0253,0.291,0.0,0.111,0.325,80.03
7767,Johnston Canyon,Little Symphony,Banff,guitar,166419,40,False,2dSGHAPgOUDD4RRaiEGtiS,4SCWiQbJCMTHK737aNUqBJ,0.225,0.0874,7,-26.423,1,0.0539,0.931,0.942,0.123,0.0495,107.232
7768,Blackbird,Miloš Karadaglić,Blackbird - The Beatles Album,guitar,152115,42,False,2ZyU8CQHDDiI8MPfJh9k6R,7jQSqBxct7Aa8b3GsZFkO4,0.44,0.157,7,-18.887,1,0.0417,0.953,0.936,0.107,0.449,104.824
7769,Big Time,Johnnyswim,JOHNNYSWIM,acoustic,198136,41,False,43WuM1pfzxEB4rPr9PL5xb,4igDSX1kgfWbVTDCywcBGm,0.439,0.532,2,-5.071,1,0.0473,0.618,0.0,0.142,0.437,129.936
7770,Here I Go Again - 2018 Remaster,Whitesnake,Whitesnake (2018 Remaster),blues,275395,64,False,1qOU8KzFifXE9YrgjVwYvc,3UbyYnvNIT5DFXU4WgiGpP,0.292,0.823,7,-6.763,1,0.0407,0.0117,7.79e-05,0.155,0.244,89.939
7771,Vsegda i vezde za toboju,Vadim Kozin,Velikie ispolniteli Rossii XX veka: Vadim Kozin (Deluxe Version),romance,179229,0,False,5ybfqo1EiDwIhOvzBfJwx4,1FI93cUSwAYje8U8aprlbg,0.38,0.137,4,-14.335,0,0.0528,0.989,0.00248,0.113,0.349,94.145
7772,250 Miles,Radio Moscow,Brain Cycles,blues,292000,53,False,5zWsOD8aSwx5P7kGb6gQTw,692VvGTch5OLXj4zEE6H3y,0.467,0.422,9,-11.077,0,0.0703,0.238,0.169,0.096,0.588,76.818
7773,Attention - HUGEL Remix,Charlie Puth,Tears - Pop House,dance,276610,1,False,10dnAFR9yxiYDK0PgDH6GO,6VuMaDnrHyPL1p4EHjYLi7,0.835,0.703,3,-3.221,0,0.0548,0.0177,0.00338,0.0914,0.879,118.007
7774,Let there be dusk,Josephine Forrester,Let there be dusk,guitar,173778,40,False,2vAwGQP1uwWbntjDBI7zqE,3hGRgVdSwQQVheMJ6pizcz,0.637,0.0585,6,-23.568,1,0.0743,0.961,0.906,0.111,0.0397,120.689
7775,You Should Be Dancing,Bee Gees,The Ultimate Bee Gees,disco,256453,57,False,4T5Y25pWs2pVZVcFIqFuf8,1LZEQNv7sE11VDY3SdxQeN,0.704,0.852,0,-6.521,1,0.0302,0.0283,0.352,0.625,0.96,122.969
7776,Ticket To Ride - Remastered 2015,The Beatles,1 (Remastered),british,190120,54,False,7nhrlsT1P4qsslp28UA1BI,3WrFJ7ztbogyGnTHbHJFl2,0.554,0.904,4,-6.319,0,0.0536,0.0638,0.0,0.259,0.801,123.443
7777,Glad You Came,The Wanted,Battleground (Deluxe Edition),dance,197935,78,False,5yDL13y5giogKs2fSNf7sj,2NhdGz9EDv2FeUw6udu2g1,0.722,0.851,7,-3.873,0,0.0639,0.0319,0.0,0.108,0.452,126.885
7778,Vaginer,Louis C.K.,Live at Madison Square Garden,comedy,226906,32,True,4BSkP2sUYBeLyRu55EojCw,4fQii15cX3Q0ZkjCdsIxkZ,0.473,0.708,6,-15.249,1,0.943,0.764,0.0,0.364,0.0399,76.666
7779,Тост Орловского Из Оперетты «Летучая Мышь»,Nikolay Kopylov,"Ради Женщин (Сцены, Арии И Дуэты Из Классических Оперетт)",romance,133360,2,False,7gw7VUoAMcRC6r78jMODl6,7tsriTe10P5GRh33RcxWja,0.395,0.444,0,-9.143,1,0.0772,0.981,9e-05,0.276,0.433,90.136
7780,闇夜,Eve,闇夜,anime,229394,50,False,6aW8fq5lGlhoZxhLyC7JuL,58oPVy7oihAEXE0Ott6JOf,0.444,0.637,11,-3.73,0,0.0361,0.17,0.0,0.112,0.23,79.821
7781,Piggies - Remastered 2009,The Beatles,The Beatles (Remastered),british,124266,49,False,4ZmjfLdJXbqjAENqk7eWSE,3WrFJ7ztbogyGnTHbHJFl2,0.542,0.445,8,-9.105,1,0.0303,0.643,0.0,0.516,0.52,93.245
7782,Mia Wallace,Wiz Khalifa,Taylor Allderdice,dance,179330,42,True,22fgliGtg9Sg2PE9i48bRt,137W8MRPWKqSmrBGDBFSop,0.659,0.866,7,-6.464,0,0.166,0.128,1.91e-05,0.511,0.668,129.951
